Name,Start,End,Size
RwpBBoxAddPoint,0x002B4758,0x002B47F0,152
RwSphereUnion,0x002B47F0,0x002B4948,344
RwSphereAddPoint,0x002B4950,0x002B4A6C,284
RwSphereFromBBox,0x002B4A70,0x002B4B04,148
RwpMatrixIsTM,0x002B4B08,0x002B4B98,144
RwV3dNearestAxis,0x002B4B98,0x002B4BF0,88
RwpNormalize,0x002B4BF8,0x002B4C80,136
RwV3dPerpendicular,0x002B4C80,0x002B4D3C,188
RwpBitTableCreate,0x002B4D70,0x002B4DDC,108
FUN_002b4de0,0x002B4DE0,0x002B4E08,40
rwpMemset,0x002B4E08,0x002B4E98,144
RwpAlignedMalloc,0x002B4E98,0x002B4F04,108
FUN_002b4f08,0x002B4F08,0x002B4F30,40
RwpArthurSolvePartitions,0x002B4F30,0x002B558C,1628
multiply64blockByVector4,0x002B5590,0x002B57B0,544
calcJTransLambda,0x002B57B0,0x002B5FC8,2072
convertArthurJTBlockToArthurJBlock,0x002B5FD0,0x002B6130,352
convertArthurJTtoArthurJ,0x002B6130,0x002B682C,1788
boxInCorner,0x002B6830,0x002B6964,308
findChild,0x002B6968,0x002B6C18,688
RwpFarfieldInitialize,0x002B6C18,0x002B6DD0,440
preInsertGetOverlaps,0x002B6DD0,0x002B7524,1876
RwpFarfieldInsert,0x002B7528,0x002B76FC,468
RwpFarfieldRemove,0x002B7700,0x002B7BE4,1252
SplitTermNode,0x002B7BE8,0x002B7E34,588
NodeInsertObj,0x002B7E38,0x002B800C,468
RwpFarfieldGetBBox,0x002B8010,0x002B8088,120
FUN_002b8090,0x002B8090,0x002B80B0,32
FUN_002b80b0,0x002B80B0,0x002B80CC,28
FUN_002b80d0,0x002B80D0,0x002B80E4,20
RwpOverlapSetAddOverlap,0x002B80F0,0x002B81AC,188
RwpOverlapSetRemoveAllOverlaps,0x002B81B0,0x002B8264,180
RwpOverlapSetSpill,0x002B8268,0x002B8464,508
_rwpOverlapSetInitialize,0x002B8468,0x002B85B4,332
FUN_002b85b8,0x002B85B8,0x002B85CC,20
RwpSolverUtilsStepAcceleration,0x002B85E8,0x002B8A98,1200
rwpInertiaRotate,0x002B8A98,0x002B8D40,680
RwpSolverUtilsCalcInvMworldAndUnconstVel,0x002B8D40,0x002B959C,2140
writeRow,0x002B95A0,0x002B97A8,520
RwpConstraintsEndConstraint,0x002B97A8,0x002B99E4,572
RwpConstraintsAddContactQuad,0x002B99E8,0x002BA500,2840
RwpJointRefFrameToWorld,0x002BA500,0x002BA8E8,1000
RwpJointQuat,0x002BA8E8,0x002BAB00,536
RwpConstraintsAddJoint,0x002BAB00,0x002BD904,11780
_rwpJointCalcNumDriveRows,0x002BD908,0x002BDCDC,980
_rwpJointCalcNumLimitRows,0x002BDCE0,0x002BE14C,1132
RwpConstraintsInit,0x002BE150,0x002BE1BC,108
RwpConstraintsStartPartition,0x002BE1C0,0x002BE214,84
RwpConstraintsEndPartition,0x002BE218,0x002BE288,112
_rwpJointCalcNumRows,0x002BE288,0x002BE340,184
RwpQuaternionFiniteRotation,0x002BE340,0x002BE4BC,380
RwpQuaterionAddSpinVector,0x002BE4C0,0x002BE5E4,292
RwpSolverUtilsStepPositionSingle,0x002BE5E8,0x002BE8F8,784
RwpSolverUtilsStepPosition,0x002BE8F8,0x002BEC8C,916
RwpSolverUtilsStepPositionSparse,0x002BEC90,0x002BF05C,972
RwpSolverUtilsStepVelocity,0x002BF060,0x002BF130,208
_rwpPartitionBucketUnion,0x002BF130,0x002BF374,580
_rwpPartitioning,0x002BF378,0x002BFF9C,3108
_rwpPartitionShutdown,0x002BFFA0,0x002C0588,1512
_rwpPartitionDo,0x002C0588,0x002C06EC,356
FUN_002c06f0,0x002C06F0,0x002C072C,60
_rwpArthurGetPoolableSize,0x002C0730,0x002C07F8,200
RwpArthurAllocate,0x002C07F8,0x002C0B0C,788
_rwpSolverGetPoolableSize,0x002C0B10,0x002C0C44,308
RwpSolverAllocate,0x002C0C48,0x002C1274,1580
FUN_002c1278,0x002C1278,0x002C1280,8
RwpArthurDataInit,0x002C1280,0x002C12DC,92
RwpSolverInputInit,0x002C12E0,0x002C1324,68
preConRap,0x002C1328,0x002C1428,256
preconditionInput,0x002C1428,0x002C1FB8,2960
validate,0x002C1FB8,0x002C207C,196
merge,0x002C2080,0x002C21D8,344
splitQuad,0x002C21D8,0x002C2554,892
RwpMatrixCap,0x002C2560,0x002C4C78,10008
RwpMatrixCapAllocate,0x002C4C78,0x002C4D00,136
_rwpMatrixCapGetPoolableSize,0x002C4D00,0x002C4D58,88
RwpBatchAllocate,0x002C4D78,0x002C4EF8,384
_rwpBatchMain,0x002C4EF8,0x002C54F8,1536
_rwpBatchGetPoolableSize,0x002C54F8,0x002C5548,80
RwpBatchDeallocate,0x002C5548,0x002C55E4,156
_rwpBatchConvertTriangles,0x002C55E8,0x002C5988,928
_rwpRefineVolume,0x002C5988,0x002C604C,1732
_rwpRefine,0x002C6050,0x002C64FC,1196
_rwpRefineIter,0x002C6500,0x002C6750,592
_rwpCollDetect,0x002C6750,0x002C6C8C,1340
_rwpGetFeaturePair,0x002C6C90,0x002C6D58,200
_rwpAddPointToQuad,0x002C6D58,0x002C6E68,272
_rwpRemoveSmallest,0x002C6E68,0x002C7358,1264
_rwpBestFourPoints,0x002C7358,0x002C7E08,2736
_rwpQuadFromFP,0x002C7E08,0x002C80B8,688
_rwpGenerateQuads,0x002C80B8,0x002C85FC,1348
_rwpBatchAutoEdgeCulling,0x002C8600,0x002C9084,2692
_rwpQuadSimplify,0x002C9088,0x002CAE00,7544
RwpSafetimeTest,0x002CAE00,0x002CBC20,3616
RwpBatchSafetime,0x002CBC20,0x002CC038,1048
_rwpPolyPoint,0x002CC038,0x002CC388,848
_rwpSegmentSegment,0x002CC388,0x002CC7B0,1064
_rwpFindSeparatingAxis,0x002CC7B0,0x002CD12C,2428
_rwpAddPoint,0x002CD130,0x002CD308,472
RwpNearestFeatures,0x002CD308,0x002CECCC,6596
RwpGPIntersect,0x002CECD0,0x002CF03C,876
RwpGJKFindFeatures,0x002CF040,0x002CF0C0,128
RwpGjkBothConvexComputeSupport,0x002CF0C0,0x002D0164,4260
RwpGjkComputeSupport,0x002D0168,0x002D0308,416
RwpGjkMain,0x002D0308,0x002D06E8,992
RwpEstimateMinOverlap,0x002D06E8,0x002D10F4,2572
RwpGJKIntersect,0x002D10F8,0x002D15F8,1280
RwpGJKFindFeatures,0x002D15F8,0x002D1678,128
_rwpGridDataQueryBBox,0x002D1678,0x002D1C34,1468
RwpGridGetHashData,0x002D1C38,0x002D20D4,1180
RwpGridRestore,0x002D20D8,0x002D2950,2168
RwpGridTerm,0x002D2950,0x002D2A50,256
FUN_002d2a60,0x002D2A60,0x002D2A78,24
FUN_002d2a78,0x002D2A78,0x002D2A98,32
_rwpGridGetMassProperties,0x002D2AC8,0x002D2B84,188
_rwpGridGetBBox,0x002D2B88,0x002D2BD4,76
_rwpGridGetMinimumWidth,0x002D2BF8,0x002D2CD0,216
_rwpFixedVolumeGetFixedPairs,0x002D2CD8,0x002D2F74,668
RwpFixedVolumeGenerateContacts,0x002D2F78,0x002D31D0,600
RwpFixedVolumeSafetime,0x002D31D0,0x002D3264,148
_rwpTriangleGetBSphere,0x002D3268,0x002D33E4,380
_rwpTriangleGetBBox,0x002D33E8,0x002D3828,1088
_rwpTriangleGetMaximumFeature,0x002D3828,0x002D3CB8,1168
_rwpTriangleGetUniqueDirections,0x002D3CB8,0x002D4014,860
LineSegIntersectsTube,0x002D4018,0x002D424C,564
TrianglePointSameSide,0x002D4250,0x002D4358,264
_rwpTriangleLineSegIntersect,0x002D4358,0x002D485C,1284
FUN_002d4870,0x002D4870,0x002D4878,8
_rwpTriangleGetMassProperties,0x002D4878,0x002D4914,156
_rwpTriangleMaximumPoint,0x002D4918,0x002D4A0C,244
_rwpTriangleGetDirectionalExtent,0x002D4A10,0x002D4B30,288
RwpGPPS2Initialize,0x002D4B40,0x002D4E30,752
_rwpVolumeGetBBox_micro,0x002D4E38,0x002D4EB4,124
RwpVolumeGetBBox_micro,0x002D4EB8,0x002D4FB0,248
RwpGjkPS2SPRFetch,0x002D4FB0,0x002D5298,744
FUN_002d52a0,0x002D52A0,0x002D52AC,12
FUN_002d52b0,0x002D52B0,0x002D52D0,32
FUN_002d52d0,0x002D52D0,0x002D52E4,20
RwpFrictionHashCreate,0x002D52E8,0x002D549C,436
RwpFrictionHashUpdateHash,0x002D54A0,0x002D5750,688
RwpFrictionHashUpdateQuads,0x002D5750,0x002D5938,488
_rwpFrictionHashGetSize,0x002D5938,0x002D5998,96
_rwpSkySprPMalloc,0x002D59D0,0x002D5A40,112
_rwpSkySprPAlignedMalloc,0x002D5A40,0x002D5AA8,104
FUN_002d5aa8,0x002D5AA8,0x002D5AB4,12
RwpLoadMProgram,0x002D5AB8,0x002D5B54,156
_rwpRotateTensor,0x002D5B58,0x002D5DF4,668
_rwpVolumeListGetMassProperties,0x002D5DF8,0x002D6424,1580
FUN_002d6428,0x002D6428,0x002D6448,32
RwpAggregateInit,0x002D6448,0x002D6494,76
RwpAggregateSetAggChildren,0x002D6498,0x002D64E8,80
FUN_002d64e8,0x002D64E8,0x002D64F0,8
_rwpAggregateGetBSphere,0x002D64F0,0x002D6544,84
_rwpGridGetMassProperties,0x002D6548,0x002D6604,188
_rwpAggregateGetBBox,0x002D6608,0x002D6668,96
FUN_002d6668,0x002D6668,0x002D6684,28
FUN_002d6698,0x002D6698,0x002D66B4,28
_rwpAggregateGetMinimumWidth,0x002D66B8,0x002D6774,188
_rwpAggregateLineSegIntersect,0x002D6778,0x002D68C4,332
RwpAggChildrenUpdate,0x002D68C8,0x002D6B20,600
RwpAggChildrenCreate,0x002D6B20,0x002D6CB0,400
RwpAggChildrenDestroy,0x002D6CB0,0x002D6D44,148
FUN_002d6d50,0x002D6D50,0x002D6D64,20
FUN_002d6d68,0x002D6D68,0x002D6D70,8
FUN_002d6d70,0x002D6D70,0x002D6D84,20
RwpAggChildrenMaximumPoint,0x002D6D88,0x002D6ED8,336
FUN_002d6ee0,0x002D6EE0,0x002D6F10,48
FUN_002d6f98,0x002D6F98,0x002D6FC4,44
RwpBodyUpdateBBox,0x002D6FC8,0x002D7014,76
RwpBodyUpdateGraphicsTransforms,0x002D7018,0x002D70C4,172
_vRwpBodyActivate,0x002D70C8,0x002D7140,120
_vRwpBodyDeactivate,0x002D7140,0x002D7188,72
RwpBodyCreate,0x002D7188,0x002D71DC,84
FUN_002d71e0,0x002D71E0,0x002D7218,56
RwpBodyInit,0x002D7218,0x002D728C,116
FUN_002d7290,0x002D7290,0x002D72C0,48
RwpBodySetDef,0x002D72C0,0x002D7310,80
RwpSizesAddBodySpace,0x002D7310,0x002D7370,96
RwpBodyDefCreate,0x002D7378,0x002D73C4,76
RwpBodyDefDestroy,0x002D73C8,0x002D740C,68
RwpBodyDefInit,0x002D7410,0x002D7468,88
RwpBodyDefTerm,0x002D7468,0x002D74AC,68
RwpBodyDefStreamRead,0x002D74B0,0x002D7570,192
REC_002d7588,0x002D7588,0x002D75A4,28
FUN_002d75a8,0x002D75A8,0x002D75C4,28
FUN_002d75c8,0x002D75C8,0x002D75E4,28
RwpBodyGraphicsPluginAttach,0x002D75F0,0x002D7640,80
RpAtomicSetBody,0x002D7640,0x002D76BC,124
FUN_002d76c0,0x002D76C0,0x002D76FC,60
_vRwpGenericActivate,0x002D7728,0x002D7CE0,1464
RwpGenericUpdateGraphicsTransforms,0x002D7CE0,0x002D7E80,416
RwpGenericCalcBBox,0x002D7E80,0x002D7F5C,220
RwpRagdollUpdateBBox,0x002D7F60,0x002D804C,236
_vRwpGenericDeactivate,0x002D8050,0x002D8128,216
RwpGenericDefInit,0x002D8150,0x002D84C0,880
_vRwpGenericDefDeserialize,0x002D84C0,0x002D86F4,564
RwpBodyDefDestroy,0x002D8700,0x002D8744,68
RwpGenericDefTerm,0x002D8748,0x002D8828,224
RwpRagdollDefStreamRead,0x002D8868,0x002D88DC,116
FUN_002d88e8,0x002D88E8,0x002D8908,32
GenericGraphicsPluginUpdateGraphicsTransforms,0x002D8908,0x002D8948,64
REC_002d8950,0x002D8950,0x002D896C,28
FUN_002d8970,0x002D8970,0x002D898C,28
FUN_002d8990,0x002D8990,0x002D89AC,28
FUN_002d89b0,0x002D89B0,0x002D8F68,1464
RwpGenericUpdateGraphicsTransforms,0x002D8F68,0x002D9108,416
RwpGenericCalcBBox,0x002D9108,0x002D91E4,220
RwpRagdollUpdateBBox,0x002D91E8,0x002D92D4,236
_vRwpGenericDeactivate,0x002D92D8,0x002D93B0,216
RwpSizesAddRagdollSpace,0x002D93C8,0x002D9444,124
RwpRagdollDefInit,0x002D9450,0x002D9750,768
_vRwpRagdollDefDeserialize,0x002D9758,0x002D99CC,628
RwpBodyDefDestroy,0x002D99D8,0x002D9A1C,68
RwpGenericDefTerm,0x002D9A20,0x002D9B00,224
RwpRagdollDefStreamRead,0x002D9B00,0x002D9B74,116
REC_002d9bc8,0x002D9BC8,0x002D9BE4,28
FUN_002d9be8,0x002D9BE8,0x002D9C04,28
FUN_002d9c08,0x002D9C08,0x002D9C24,28
GenericGraphicsPluginUpdateGraphicsTransforms,0x002D9C48,0x002D9C88,64
_rwaObjHandleOpenModule,0x002D9C98,0x002D9CF4,92
_rwaObjHandleCloseModule,0x002D9CF8,0x002D9D4C,84
RwaObjHandleCreateUsingObj,0x002D9D58,0x002D9E94,316
RwaObjHandleRelease,0x002D9E98,0x002D9FAC,276
RwaObjHandleSetParamData,0x002D9FB0,0x002D9FFC,76
RwaObjHandleSetParamUInt32,0x002DA008,0x002DA060,88
RwaObjHandleSetParamUInt32,0x002DA060,0x002DA0B8,88
RwaObjHandleSetParamPointer,0x002DA0B8,0x002DA110,88
RwaObjHandleSetParamReal,0x002DA110,0x002DA168,88
RwaObjHandleGetParamUInt32,0x002DA188,0x002DA1FC,116
RwaObjHandleGetParamUInt32,0x002DA200,0x002DA274,116
RwaObjHandleGetParamUInt32,0x002DA290,0x002DA304,116
_RwaObjHandleAlloc,0x002DA310,0x002DA35C,76
FUN_002da360,0x002DA360,0x002DA394,52
RwaObjCreate,0x002DA398,0x002DA6A4,780
_RwaObjInit,0x002DA6A8,0x002DA7FC,340
RwaObjDisconnectParamIndex,0x002DA808,0x002DA988,384
_rwaObjOpenModule,0x002DA988,0x002DAA28,160
_rwaObjCloseModule,0x002DAA28,0x002DAA68,64
_rwaObjCreateCallback,0x002DAA68,0x002DAACC,100
RwaObjDestroy,0x002DAAD0,0x002DABC4,244
_rwaObjCalcSize,0x002DABC8,0x002DAC64,156
RwaObjEnum,0x002DAC68,0x002DACD0,104
_rwaObjStartExecute,0x002DACF0,0x002DAD84,148
_rwaObjStartExecute,0x002DAD88,0x002DAE1C,148
FUN_002dae20,0x002DAE20,0x002DAE28,8
_RwaObjDisconnectAll,0x002DAE90,0x002DAF18,136
RwaObjInterfaceAttach,0x002DAF28,0x002DB208,736
_rwaObjInterfaceDefSupported,0x002DB208,0x002DB368,352
_rwaObjInterfaceOpenModule,0x002DB370,0x002DB3CC,92
_rwaObjInterfaceCloseModule,0x002DB3D0,0x002DB430,96
_rwaObjInterfaceRegister,0x002DB430,0x002DB49C,108
RwaObjInterfaceRemove,0x002DB4A8,0x002DB50C,100
RwaObjInterfaceDefAssignID,0x002DB510,0x002DB550,64
RwaObjInterfaceDefCreate,0x002DB550,0x002DB5F8,168
RwaObjInterfaceDefDestroy,0x002DB5F8,0x002DB704,268
RwaObjInterfaceDefFindByUUID,0x002DB710,0x002DB790,128
RwaObjInterfaceDefSetup,0x002DB7B8,0x002DB94C,404
RwaParamTypeCreateAtomic,0x002DB958,0x002DBB7C,548
RwaParamTypeDestroy,0x002DBB80,0x002DBD10,400
_rwaParamTypeOpenModule,0x002DBD10,0x002DBE64,340
_rwaParamTypeCreateByTypeDefs,0x002DBE68,0x002DC110,680
_rwaParamTypeCloseModule,0x002DC138,0x002DC1D8,160
_rwaParamTypeHandleRefreshType,0x002DC1D8,0x002DC230,88
FUN_002dc230,0x002DC230,0x002DC258,40
FUN_002dc258,0x002DC258,0x002DC28C,52
_RwaParamTypeFree,0x002DC290,0x002DC368,216
FUN_002dc368,0x002DC368,0x002DC37C,20
FUN_002dc380,0x002DC380,0x002DC394,20
FUN_002dc398,0x002DC398,0x002DC3D4,60
_rwaSymbolTableRemoveParamType,0x002DC3D8,0x002DC424,76
_rwaSymbolTableFindParamTypeByUUID,0x002DC428,0x002DC498,112
FUN_002dc498,0x002DC498,0x002DC4D0,56
_rwaSymbolTableFindParamTypeByIndex,0x002DC4D0,0x002DC520,80
FUN_002dc520,0x002DC520,0x002DC528,8
_rwaMemoryOpen,0x002DC528,0x002DC5A0,120
FUN_002dc5a0,0x002DC5A0,0x002DC5C4,36
FUN_002dc5c8,0x002DC5C8,0x002DC5EC,36
FUN_002dc5f8,0x002DC5F8,0x002DC61C,36
_rwaMallocAligned,0x002DC620,0x002DC660,64
FUN_002dc660,0x002DC660,0x002DC67C,28
FUN_002dc680,0x002DC680,0x002DC69C,28
FUN_002dc6a0,0x002DC6A0,0x002DC6BC,28
hcalloc,0x002DC6C0,0x002DC70C,76
RwaSizeOf,0x002DC710,0x002DC834,292
_rwaCoreOpen,0x002DC838,0x002DC954,284
FUN_002dc958,0x002DC958,0x002DC994,60
FUN_002dc998,0x002DC998,0x002DC9D0,56
FUN_002dc9d0,0x002DC9D0,0x002DC9F4,36
FUN_002dca08,0x002DCA08,0x002DCA10,8
RwaCoreRegisterDefaultObjects,0x002DCA10,0x002DCA90,128
FUN_002dca90,0x002DCA90,0x002DCAB4,36
_RwaCoreOpenPlatform,0x002DCAB8,0x002DCB34,124
FUN_002dcb38,0x002DCB38,0x002DCB6C,52
_RwaCoreOpenModuleCallback,0x002DCB70,0x002DCBC0,80
FUN_002dcbc0,0x002DCBC0,0x002DCBF0,48
_rwaWaveDictStreamRead,0x002DCBF0,0x002DD210,1568
_rwaWaveDictOpenModule,0x002DD210,0x002DD2C0,176
_rwaWaveDictCloseModule,0x002DD2C0,0x002DD334,116
_rwaWaveDictCreate,0x002DD338,0x002DD3D8,160
RwaWaveDictDestroy,0x002DD3D8,0x002DD4C8,240
RwaObjInterfaceDefAssignID,0x002DD4D0,0x002DD510,64
RwaWaveDictUsingAllWaveDef,0x002DD510,0x002DD568,88
FUN_002dd578,0x002DD578,0x002DD5AC,52
RwaWaveDictFindWaveByName,0x002DD5B0,0x002DD62C,124
RwaWaveDictAddWave,0x002DD648,0x002DD6B0,104
FUN_002dd6b8,0x002DD6B8,0x002DD6C0,8
_rwaWaveDictRemoveAllWave,0x002DD6C8,0x002DD71C,84
_rwaWaveDictCreateFromPack,0x002DD720,0x002DD7D4,180
_RwaWaveDictFree,0x002DD7E0,0x002DD83C,92
RwaWaveFormatGetFrameSize,0x002DD840,0x002DD96C,300
_rwaWaveFormatSerialize,0x002DD970,0x002DDCC0,848
RwaWaveFormatGetSamplesPerAudioFrame,0x002DDCC0,0x002DDE88,456
RwaWaveFormatCompare,0x002DDE88,0x002DDF08,128
RwaWaveFormatGetSamples,0x002DDF08,0x002DE044,316
_rwaWaveDefFormatCopyToWaveFormat,0x002DE048,0x002DE0CC,132
RwaWaveDefFormatWaveFormatCompare,0x002DE0D0,0x002DE168,152
_rwaWaveFormatFreeMiscData,0x002DE168,0x002DE1B4,76
FUN_002de1c0,0x002DE1C0,0x002DE1EC,44
_rwaWaveFormatFindUUID,0x002DE1F0,0x002DE25C,108
RwaWaveDefAssignID,0x002DE260,0x002DE2B0,80
RwaWaveDefCreate,0x002DE2B0,0x002DE38C,220
RwaWaveDefDestroy,0x002DE390,0x002DE440,176
FUN_002de448,0x002DE448,0x002DE484,60
RwaWaveDefAssignSupportedFormats,0x002DE488,0x002DE500,120
_rwaWaveDefIsTargetFormatSupported,0x002DE508,0x002DE610,264
_rwaWaveDefOpenModule,0x002DE610,0x002DE660,80
_rwaWaveDefCloseModule,0x002DE660,0x002DE6A0,64
_rwaObjInterfaceRegister,0x002DE6A8,0x002DE714,108
_rwaWaveDefFindByObjCallback,0x002DE720,0x002DE764,68
_RwaWaveDefDestroyCallback,0x002DE768,0x002DE7B8,80
_RwaWaveDefFindByUUIDCallback,0x002DE7B8,0x002DE830,120
RwaWaveCreate,0x002DE830,0x002DEBB0,896
_rwaWaveStreamRead,0x002DEBB8,0x002DF0D8,1312
_rwaWaveCreateFromPack,0x002DF0E0,0x002DF4F0,1040
RwaWaveDestroy,0x002DF500,0x002DF5AC,172
FUN_002df5c0,0x002DF5C0,0x002DF5F4,52
_rwaUniqueIDModuleOpen,0x002DF608,0x002DF658,80
FUN_002df658,0x002DF658,0x002DF67C,36
_RwaWaveFree,0x002DF680,0x002DF6E8,104
_HexString2UInt8,0x002DF6E8,0x002DF810,296
FUN_002df818,0x002DF818,0x002DF844,44
FUN_002df848,0x002DF848,0x002DF87C,52
_rwaUniqueIDModuleOpen,0x002DF880,0x002DF8D0,80
FUN_002df8d0,0x002DF8D0,0x002DF8F4,36
_rwaUniqueIDAssignUUID,0x002DF900,0x002DF94C,76
_rwaUniqueIDAssignUUID,0x002DF950,0x002DF99C,76
FUN_002df9a0,0x002DF9A0,0x002DF9D0,48
_rwaUniqueIDFreeName,0x002DF9D0,0x002DFA2C,92
_rwaUniqueIDFreeUUID,0x002DFA30,0x002DFA90,96
FUN_002dfa90,0x002DFA90,0x002DFAA4,20
_rwaUUIDSerialize,0x002DFAA8,0x002DFB74,204
_rwaVoiceManagerUpdate,0x002DFB80,0x002DFEDC,860
RwaVoiceManagerRegister,0x002DFEE0,0x002E011C,572
_RwaVoiceManagerStartVoice,0x002E0120,0x002E02B4,404
_RwaVoiceManagerReInsertVoice,0x002E02B8,0x002E0570,696
RwaVoiceManagerRegisterVoice,0x002E0570,0x002E05B4,68
RwaVoiceManagerUpdateVoice,0x002E05B8,0x002E06F8,320
FUN_002e06f8,0x002E06F8,0x002E0734,60
FUN_002e0738,0x002E0738,0x002E0758,32
_rwaVoiceManagerUpdateTimeStamp,0x002E0758,0x002E0824,204
RwaVoiceManagerUnregister,0x002E0828,0x002E08B8,144
_RwaVoiceManagerStopVoice,0x002E08C0,0x002E09B8,248
RwaFreeListAlloc,0x002E09C8,0x002E0B6C,420
RwaFreeListFree,0x002E0B70,0x002E0CB8,328
_rwaFreeListModuleOpen,0x002E0CB8,0x002E0D38,128
_rwMemoryClose,0x002E0D38,0x002E0D84,76
RwaFreeListCreate,0x002E0D88,0x002E0F08,384
RwaFreeListDestroy,0x002E0F08,0x002E0FC0,184
_RwaFreeListFree,0x002E0FC8,0x002E1068,160
RwaLListAddData,0x002E1068,0x002E10D0,104
RwaLListRemoveData,0x002E10D0,0x002E1148,120
FUN_002e1150,0x002E1150,0x002E1188,56
RwaLListEmpty,0x002E1188,0x002E11FC,116
_rwaLListModuleOpen,0x002E1210,0x002E1260,80
FUN_002e1260,0x002E1260,0x002E1284,36
RwaV3dLength,0x002E1288,0x002E1330,168
RwaMemReverse,0x002E1330,0x002E1374,68
RwaMemEndianSwap,0x002E1378,0x002E1438,192
RwaEndianCopy,0x002E1438,0x002E14E8,176
FUN_002e14e8,0x002E14E8,0x002E1524,60
RwaHeapCreate,0x002E1528,0x002E162C,260
RwaHeapDestroy,0x002E1630,0x002E16B4,132
RwaHeapAlloc,0x002E16B8,0x002E1788,208
RwaHeapFree,0x002E1788,0x002E1858,208
FUN_002e1860,0x002E1860,0x002E1878,24
RwaHeapBlockAlloc,0x002E1878,0x002E193C,196
RwaHeapBlockFree,0x002E1940,0x002E1998,88
RwaHeapBlockCreate,0x002E1998,0x002E19F8,96
FUN_002e19f8,0x002E19F8,0x002E1A14,28
_rwaObjInterfaceOpenModule,0x002E1A18,0x002E1A74,92
_rwaHeapModuleClose,0x002E1A78,0x002E1AC4,76
_RwaHeapAddBlock,0x002E1AC8,0x002E1B20,88
FUN_002e1b20,0x002E1B20,0x002E1B54,52
_rwaRwStreamReadChunkHeaderInfoSync,0x002E1B60,0x002E1C0C,172
_rwaRwStreamFindChunkSync,0x002E1C18,0x002E1D68,336
RwaStreamInterfaceRegister,0x002E1D68,0x002E1DD8,112
FUN_002e1dd8,0x002E1DD8,0x002E1DF8,32
RwaStreamInterfaceRegister,0x002E1DF8,0x002E1E68,112
FUN_002e1e68,0x002E1E68,0x002E1E88,32
RwaStreamInterfaceRegister,0x002E1E88,0x002E1EF8,112
FUN_002e1ef8,0x002E1EF8,0x002E1F18,32
RwaStreamInterfaceRegister,0x002E1F18,0x002E1F88,112
_RwaVirtualVoiceRegisterCommon,0x002E1F88,0x002E20F4,364
FUN_002e20f8,0x002E20F8,0x002E2130,56
RwaListenerUnregister,0x002E2130,0x002E2170,64
RwaListenerRegisterUsingInterface,0x002E2170,0x002E2224,180
_rwaVirtualVoiceSetTrigger,0x002E2238,0x002E2280,72
_rwaVirtualVoiceSetWave,0x002E2288,0x002E230C,132
_RwaVirtualVoiceCreate,0x002E2310,0x002E23C4,180
_RwaVirtualVoiceDestroy,0x002E23C8,0x002E2414,76
_RwaVirtualVoiceStartExecute,0x002E2418,0x002E2494,124
_RwaVirtualVoiceSetPos,0x002E24E8,0x002E253C,84
_RwaVirtualVoiceSetVel,0x002E2568,0x002E25BC,84
_RwaVirtualVoiceSetMinDistance,0x002E25E8,0x002E262C,68
_RwaVirtualVoiceSetMinDistance,0x002E2640,0x002E2684,68
_RwaVirtualVoiceSetMinDistance,0x002E2698,0x002E26DC,68
_RwaVirtualVoiceSetMinDistance,0x002E26F0,0x002E2734,68
_RwaVirtualVoiceSetTrigger,0x002E2748,0x002E2798,80
_RwaVirtualVoiceSetWavePos,0x002E27B0,0x002E27F4,68
_RwaVirtualVoiceGetWavePos,0x002E27F8,0x002E2864,108
_RwaVirtualVoiceSetLoop,0x002E2868,0x002E28D0,104
_RwaVirtualVoiceSetWave,0x002E28E8,0x002E297C,148
_RwaVirtualVoiceSetMinDistance,0x002E2990,0x002E29D4,68
_RwaVirtualVoiceSetMinDistance,0x002E29F8,0x002E2A3C,68
_RwaListenerRegisterCommon,0x002E2A50,0x002E2B9C,332
_rwaListenerCalculateVoiceAttributes,0x002E2BA0,0x002E30C8,1320
FUN_002e30c8,0x002E30C8,0x002E3100,56
RwaListenerUnregister,0x002E3100,0x002E3140,64
RwaListenerRegisterUsingInterface,0x002E3140,0x002E31F4,180
_RwaListenerCreate,0x002E3210,0x002E3330,288
_RwaListenerSetOrientation,0x002E33E0,0x002E343C,92
_RwaListenerGetOrientation,0x002E3440,0x002E3494,84
_RwaListenerSetUp,0x002E3498,0x002E350C,116
_RwaListenerSetUp,0x002E3538,0x002E35AC,116
_rwaNULLWaveRegister,0x002E3690,0x002E3718,136
FUN_002e3718,0x002E3718,0x002E373C,36
_RwaNULLWaveCreate,0x002E3740,0x002E37D0,144
FUN_002e37d0,0x002E37D0,0x002E37F8,40
FUN_002e37f8,0x002E37F8,0x002E3830,56
FUN_002e3830,0x002E3830,0x002E386C,60
REC_002e3880,0x002E3880,0x002E38A0,32
FUN_002e38a0,0x002E38A0,0x002E38BC,28
FUN_002e38c0,0x002E38C0,0x002E38E8,40
RwaTimerStop,0x002E38E8,0x002E3930,72
FUN_002e3930,0x002E3930,0x002E393C,12
FUN_002e3940,0x002E3940,0x002E3948,8
_rwaObjDefOpenModule,0x002E3948,0x002E3A88,320
_RwaObjDefInit,0x002E3A88,0x002E3B88,256
RwaObjDefDestroy,0x002E3B88,0x002E3D64,476
RwaObjDefSetupParams,0x002E3D68,0x002E3F04,412
_RwaObjDefInitParam,0x002E3F08,0x002E400C,260
RwaObjDefCreate,0x002E4020,0x002E41B4,404
